Invoice ID,City,Customer type,Gender,Product line,Unit price,Quantity,Total,Date,Time,Payment,cogs,gross income,Rating
560-30-5617,Mandalay,Normal,Female,Sports and travel,24.77,5,130.0425,2019-03-24,18,Cash,123.85,6.1925,8.5
319-74-2561,Yangon,Member,Female,Electronic accessories,94.64,3,298.116,2019-02-21,16,Cash,283.92,14.196,5.5
549-03-9315,Mandalay,Normal,Male,Fashion accessories,94.87,8,796.908,2019-02-12,12,Ewallet,758.96,37.948,8.7
790-29-1172,Mandalay,Normal,Female,Food and beverages,57.34,3,180.621,2019-03-10,18,Credit card,172.02,8.601,7.9
239-36-3640,Mandalay,Normal,Male,Electronic accessories,45.35,6,285.705,2019-01-31,13,Ewallet,272.1,13.605,6.1
468-01-2051,Mandalay,Normal,Male,Food and beverages,62.08,7,456.288,2019-03-06,13,Ewallet,434.56,21.728,5.4
389-25-3394,Naypyitaw,Normal,Male,Electronic accessories,11.81,5,62.0025,2019-02-17,18,Cash,59.05,2.9525,9.4
279-62-1445,Naypyitaw,Member,Female,Fashion accessories,12.54,1,13.167,2019-02-21,12,Cash,12.54,0.627,8.2
213-72-6612,Yangon,Normal,Male,Food and beverages,43.25,2,90.825,2019-03-20,15,Cash,86.5,4.325,6.2
746-68-6593,Naypyitaw,Member,Female,Sports and travel,87.16,2,183.036,2019-01-11,14,Credit card,174.32,8.716,9.7
836-82-5858,Mandalay,Member,Male,Health and beauty,69.37,9,655.5465,2019-01-26,19,Ewallet,624.33,31.2165,4.0
583-72-1480,Naypyitaw,Member,Male,Electronic accessories,37.06,4,155.652,2019-01-31,16,Ewallet,148.24,7.412,9.7
466-61-5506,Mandalay,Member,Female,Electronic accessories,90.7,6,571.41,2019-02-26,10,Cash,544.2,27.21,5.3
721-86-6247,Yangon,Normal,Female,Home and lifestyle,63.42,8,532.728,2019-03-11,12,Ewallet,507.36,25.368,7.4
289-65-5721,Mandalay,Normal,Female,Fashion accessories,81.37,2,170.877,2019-01-26,19,Cash,162.74,8.137,6.5
545-46-3100,Mandalay,Member,Female,Electronic accessories,10.59,3,33.3585,2019-03-12,13,Credit card,31.77,1.5885,8.7
418-02-5978,Mandalay,Normal,Female,Health and beauty,84.09,9,794.6505,2019-02-11,10,Cash,756.81,37.8405,8.0
269-04-5750,Mandalay,Member,Male,Fashion accessories,73.82,4,310.044,2019-02-21,18,Cash,295.28,14.764,6.7
157-13-5295,Yangon,Member,Male,Health and beauty,51.94,10,545.37,2019-03-09,18,Ewallet,519.4,25.97,6.5
645-78-8093,Yangon,Normal,Female,Sports and travel,93.14,2,195.594,2019-01-20,18,Ewallet,186.28,9.314,4.1
211-30-9270,Naypyitaw,Normal,Male,Health and beauty,17.41,5,91.4025,2019-01-28,15,Credit card,87.05,4.3525,4.9
755-12-3214,Naypyitaw,Member,Female,Fashion accessories,44.22,5,232.155,2019-03-05,17,Credit card,221.1,11.055,8.6
346-84-3103,Mandalay,Member,Female,Electronic accessories,13.22,5,69.405,2019-03-02,19,Cash,66.1,3.305,4.3
478-06-7835,Yangon,Normal,Male,Fashion accessories,89.69,1,94.1745,2019-01-11,11,Ewallet,89.69,4.4845,4.9
540-11-4336,Yangon,Normal,Male,Food and beverages,24.94,9,235.683,2019-01-11,16,Credit card,224.46,11.223,5.6
448-81-5016,Yangon,Normal,Male,Health and beauty,59.77,2,125.517,2019-03-11,12,Credit card,119.54,5.977,5.8
142-72-4741,Naypyitaw,Member,Male,Fashion accessories,93.2,2,195.72,2019-02-28,18,Credit card,186.4,9.32,6.0
217-58-1179,Yangon,Member,Male,Home and lifestyle,62.65,4,263.13,2019-01-05,11,Cash,250.6,12.53,4.2
376-02-8238,Mandalay,Normal,Male,Home and lifestyle,93.87,8,788.508,2019-02-02,18,Credit card,750.96,37.548,8.3
530-90-9855,Yangon,Member,Male,Home and lifestyle,47.59,8,399.756,2019-01-01,14,Cash,380.72,19.036,5.7
866-05-7563,Mandalay,Member,Female,Electronic accessories,81.4,3,256.41,2019-02-09,19,Cash,244.2,12.21,4.8
604-70-6476,Yangon,Member,Male,Fashion accessories,17.94,5,94.185,2019-01-23,14,Ewallet,89.7,4.485,6.8
799-71-1548,Yangon,Member,Male,Electronic accessories,77.72,4,326.424,2019-01-07,16,Credit card,310.88,15.544,8.8
785-13-7708,Mandalay,Normal,Male,Food and beverages,73.06,7,536.991,2019-01-14,19,Credit card,511.42,25.571,4.2
845-51-0542,Mandalay,Member,Male,Food and beverages,46.55,9,439.8975,2019-02-02,15,Ewallet,418.95,20.9475,6.4
662-47-5456,Naypyitaw,Member,Male,Fashion accessories,35.19,10,369.495,2019-03-17,19,Credit card,351.9,17.595,8.4
883-17-4236,Naypyitaw,Normal,Female,Sports and travel,14.39,2,30.219,2019-03-02,19,Credit card,28.78,1.439,7.2
290-68-2984,Yangon,Normal,Male,Home and lifestyle,23.75,4,99.75,2019-03-16,11,Cash,95.0,4.75,5.2
704-11-6354,Yangon,Member,Male,Home and lifestyle,58.9,8,494.76,2019-01-06,11,Cash,471.2,23.56,8.9
110-48-7033,Mandalay,Member,Male,Fashion accessories,32.62,4,137.004,2019-01-29,14,Cash,130.48,6.524,9.0
366-93-0948,Yangon,Member,Male,Electronic accessories,66.35,1,69.6675,2019-01-31,10,Credit card,66.35,3.3175,9.7
729-09-9681,Yangon,Member,Male,Home and lifestyle,25.91,6,163.233,2019-02-05,10,Ewallet,155.46,7.773,8.7
151-16-1484,Yangon,Member,Male,Electronic accessories,32.25,4,135.45,2019-02-13,12,Ewallet,129.0,6.45,6.5
380-94-4661,Naypyitaw,Member,Male,Electronic accessories,65.94,4,276.948,2019-02-07,13,Credit card,263.76,13.188,6.9
850-41-9669,Yangon,Normal,Female,Electronic accessories,75.06,9,709.317,2019-03-19,13,Ewallet,675.54,33.777,6.2
821-07-3596,Naypyitaw,Normal,Female,Fashion accessories,16.45,4,69.09,2019-03-07,14,Ewallet,65.8,3.29,5.6
655-85-5130,Mandalay,Member,Female,Fashion accessories,38.3,4,160.86,2019-03-13,19,Cash,153.2,7.66,5.7
447-15-7839,Yangon,Member,Female,Sports and travel,22.24,10,233.52,2019-02-09,11,Cash,222.4,11.12,4.2
154-74-7179,Mandalay,Normal,Male,Sports and travel,54.45,1,57.1725,2019-02-26,19,Ewallet,54.45,2.7225,7.9
253-12-6086,Yangon,Member,Female,Sports and travel,98.4,7,723.24,2019-03-12,12,Credit card,688.8,34.44,8.7
808-65-0703,Naypyitaw,Normal,Male,Home and lifestyle,35.47,4,148.974,2019-03-14,17,Credit card,141.88,7.094,6.9
571-94-0759,Mandalay,Member,Female,Food and beverages,74.6,10,783.3,2019-01-08,20,Cash,746.0,37.3,9.5
144-51-6085,Yangon,Member,Male,Home and lifestyle,70.74,4,297.108,2019-01-05,16,Credit card,282.96,14.148,4.4
731-14-2199,Yangon,Member,Female,Home and lifestyle,35.54,10,373.17,2019-01-04,13,Ewallet,355.4,17.77,7.0
783-09-1637,Mandalay,Normal,Female,Sports and travel,67.43,5,354.0075,2019-03-06,18,Ewallet,337.15,16.8575,6.3
687-15-1097,Naypyitaw,Member,Female,Health and beauty,21.12,2,44.352,2019-01-03,19,Cash,42.24,2.112,9.7
126-54-1082,Yangon,Member,Female,Home and lifestyle,21.54,9,203.553,2019-01-07,11,Credit card,193.86,9.693,8.8
633-91-1052,Yangon,Normal,Female,Home and lifestyle,12.03,2,25.263,2019-01-27,15,Cash,24.06,1.203,5.1
477-24-6490,Mandalay,Normal,Female,Health and beauty,99.71,6,628.173,2019-02-26,16,Ewallet,598.26,29.913,7.9
566-19-5475,Mandalay,Normal,Male,Fashion accessories,47.97,7,352.5795,2019-01-07,20,Cash,335.79,16.7895,6.2
526-86-8552,Naypyitaw,Member,Female,Home and lifestyle,21.82,10,229.11,2019-01-07,17,Cash,218.2,10.91,7.1
376-56-3573,Naypyitaw,Normal,Female,Fashion accessories,95.42,4,400.764,2019-02-02,13,Ewallet,381.68,19.084,6.4
537-72-0426,Naypyitaw,Member,Male,Fashion accessories,70.99,10,745.395,2019-03-20,16,Cash,709.9,35.495,5.7
828-61-5674,Yangon,Member,Male,Sports and travel,44.02,10,462.21,2019-03-20,19,Credit card,440.2,22.01,9.6
136-08-6195,Yangon,Normal,Female,Home and lifestyle,69.96,8,587.664,2019-02-15,17,Credit card,559.68,27.984,6.4
523-38-0215,Naypyitaw,Normal,Male,Home and lifestyle,37.0,1,38.85,2019-03-06,13,Credit card,37.0,1.85,7.9
490-29-1201,Yangon,Normal,Female,Sports and travel,15.34,1,16.107,2019-01-06,11,Cash,15.34,0.767,6.5
667-92-0055,Yangon,Member,Male,Health and beauty,99.83,6,628.929,2019-03-04,15,Ewallet,598.98,29.949,8.5
565-17-3836,Yangon,Member,Female,Health and beauty,47.67,4,200.214,2019-03-12,14,Cash,190.68,9.534,9.1
498-41-1961,Mandalay,Normal,Male,Health and beauty,66.68,5,350.07,2019-02-20,18,Cash,333.4,16.67,7.6
593-95-4461,Naypyitaw,Member,Male,Home and lifestyle,74.86,1,78.603,2019-03-24,14,Cash,74.86,3.743,6.9
226-71-3580,Naypyitaw,Normal,Female,Sports and travel,23.75,9,224.4375,2019-01-31,12,Cash,213.75,10.6875,9.5
283-79-9594,Mandalay,Normal,Female,Food and beverages,48.51,7,356.5485,2019-01-25,13,Credit card,339.57,16.9785,5.2
430-60-3493,Yangon,Member,Female,Home and lifestyle,94.88,7,697.368,2019-02-03,14,Cash,664.16,33.208,4.2
139-20-0155,Mandalay,Member,Male,Electronic accessories,40.3,10,423.15,2019-01-24,17,Credit card,403.0,20.15,7.0
558-80-4082,Naypyitaw,Normal,Male,Electronic accessories,27.85,7,204.6975,2019-03-14,17,Ewallet,194.95,9.7475,6.0
278-97-7759,Yangon,Member,Female,Electronic accessories,62.48,1,65.604,2019-02-18,20,Cash,62.48,3.124,4.7
316-68-6352,Yangon,Member,Female,Food and beverages,36.36,2,76.356,2019-01-21,10,Cash,72.72,3.636,7.1
585-03-5943,Mandalay,Normal,Male,Health and beauty,18.11,10,190.155,2019-03-13,11,Ewallet,181.1,9.055,5.9
211-05-0490,Naypyitaw,Member,Female,Electronic accessories,51.92,5,272.58,2019-03-03,13,Cash,259.6,12.98,7.5
727-75-6477,Naypyitaw,Normal,Male,Electronic accessories,28.84,4,121.128,2019-03-29,14,Cash,115.36,5.768,6.4
744-02-5987,Yangon,Member,Male,Home and lifestyle,78.38,6,493.794,2019-01-10,14,Ewallet,470.28,23.514,5.8
307-83-9164,Yangon,Member,Male,Home and lifestyle,60.01,4,252.042,2019-01-25,15,Cash,240.04,12.002,4.5
779-06-0012,Naypyitaw,Member,Female,Home and lifestyle,88.61,1,93.0405,2019-01-19,10,Cash,88.61,4.4305,7.7
446-47-6729,Naypyitaw,Normal,Male,Fashion accessories,99.82,2,209.622,2019-01-02,18,Credit card,199.64,9.982,6.7
573-10-3877,Mandalay,Member,Male,Health and beauty,39.01,1,40.9605,2019-03-12,16,Credit card,39.01,1.9505,4.7
735-06-4124,Naypyitaw,Normal,Male,Food and beverages,48.61,1,51.0405,2019-02-25,15,Cash,48.61,2.4305,4.4
439-54-7422,Yangon,Normal,Female,Electronic accessories,51.19,4,214.998,2019-03-18,17,Credit card,204.76,10.238,4.7
396-90-2219,Mandalay,Normal,Female,Electronic accessories,14.96,8,125.664,2019-02-23,12,Cash,119.68,5.984,8.6
411-77-0180,Yangon,Member,Male,Electronic accessories,72.2,7,530.67,2019-03-26,20,Ewallet,505.4,25.27,4.3
286-01-5402,Yangon,Normal,Female,Sports and travel,40.23,7,295.6905,2019-03-30,13,Cash,281.61,14.0805,9.6
803-17-8013,Yangon,Member,Female,Home and lifestyle,88.79,8,745.836,2019-02-17,17,Cash,710.32,35.516,4.1
512-98-1403,Yangon,Member,Female,Electronic accessories,26.48,3,83.412,2019-03-21,10,Ewallet,79.44,3.972,4.7
848-42-2560,Yangon,Normal,Female,Fashion accessories,81.91,2,172.011,2019-03-05,17,Cash,163.82,8.191,7.8
532-59-7201,Mandalay,Member,Male,Sports and travel,79.93,6,503.559,2019-01-31,14,Cash,479.58,23.979,5.5
181-94-6432,Naypyitaw,Member,Male,Fashion accessories,69.33,2,145.593,2019-02-05,19,Ewallet,138.66,6.933,9.7
870-76-1733,Yangon,Member,Female,Food and beverages,14.23,5,74.7075,2019-02-01,10,Credit card,71.15,3.5575,4.4
423-64-4619,Yangon,Member,Female,Health and beauty,15.55,9,146.9475,2019-03-07,13,Cash,139.95,6.9975,5.0
227-07-4446,Naypyitaw,Member,Female,Electronic accessories,78.13,10,820.365,2019-02-10,20,Cash,781.3,39.065,4.4
174-36-3675,Naypyitaw,Member,Male,Food and beverages,99.37,2,208.677,2019-02-14,17,Cash,198.74,9.937,5.2
428-83-5800,Naypyitaw,Member,Female,Food and beverages,21.08,3,66.402,2019-02-09,10,Cash,63.24,3.162,7.3
603-07-0961,Naypyitaw,Member,Male,Electronic accessories,74.79,5,392.6475,2019-01-10,11,Cash,373.95,18.6975,4.9
704-20-4138,Naypyitaw,Member,Female,Health and beauty,29.67,7,218.0745,2019-03-11,18,Credit card,207.69,10.3845,8.1
787-15-1757,Naypyitaw,Member,Male,Health and beauty,44.07,4,185.094,2019-02-18,16,Ewallet,176.28,8.814,8.4
649-11-3678,Naypyitaw,Normal,Female,Food and beverages,22.93,9,216.6885,2019-02-26,20,Cash,206.37,10.3185,5.5
622-20-1945,Naypyitaw,Normal,Female,Health and beauty,39.42,1,41.391,2019-01-18,15,Cash,39.42,1.971,8.4
372-94-8041,Yangon,Normal,Male,Health and beauty,15.26,6,96.138,2019-02-15,18,Ewallet,91.56,4.578,9.8
563-91-7120,Yangon,Normal,Female,Fashion accessories,61.77,5,324.2925,2019-03-08,13,Cash,308.85,15.4425,6.7
746-54-5508,Yangon,Normal,Male,Home and lifestyle,21.52,6,135.576,2019-01-17,12,Credit card,129.12,6.456,9.4
276-54-0879,Mandalay,Normal,Male,Sports and travel,97.74,4,410.508,2019-03-12,19,Ewallet,390.96,19.548,6.4
815-11-1168,Yangon,Member,Male,Food and beverages,99.78,5,523.845,2019-03-09,19,Cash,498.9,24.945,5.4
719-76-3868,Naypyitaw,Member,Male,Food and beverages,94.26,4,395.892,2019-03-12,16,Cash,377.04,18.852,8.6
730-61-8757,Mandalay,Member,Male,Health and beauty,51.13,4,214.746,2019-01-25,10,Credit card,204.52,10.226,4.0
340-66-0321,Yangon,Member,Male,Electronic accessories,36.36,4,152.712,2019-03-25,13,Cash,145.44,7.272,7.6
868-81-1752,Mandalay,Normal,Male,Home and lifestyle,22.02,9,208.089,2019-02-07,18,Cash,198.18,9.909,6.8
634-97-8956,Yangon,Normal,Male,Food and beverages,32.9,3,103.635,2019-02-17,17,Credit card,98.7,4.935,9.1
566-71-1091,Yangon,Normal,Male,Fashion accessories,77.02,5,404.355,2019-02-03,15,Cash,385.1,19.255,5.5
442-48-3607,Yangon,Member,Male,Food and beverages,23.48,2,49.308,2019-03-14,11,Credit card,46.96,2.348,7.9
835-16-0096,Naypyitaw,Member,Male,Sports and travel,14.7,5,77.175,2019-03-24,13,Ewallet,73.5,3.675,8.5
527-09-6272,Yangon,Member,Female,Electronic accessories,28.45,5,149.3625,2019-03-21,10,Credit card,142.25,7.1125,9.1
898-04-2717,Yangon,Normal,Male,Fashion accessories,76.4,9,721.98,2019-03-19,15,Ewallet,687.6,34.38,7.5
692-27-8933,Mandalay,Normal,Female,Sports and travel,57.95,6,365.085,2019-02-24,13,Cash,347.7,17.385,5.2
633-09-3463,Naypyitaw,Normal,Female,Electronic accessories,47.65,3,150.0975,2019-03-28,12,Credit card,142.95,7.1475,9.5
374-17-3652,Mandalay,Member,Female,Food and beverages,42.82,9,404.649,2019-02-05,15,Credit card,385.38,19.269,8.9
378-07-7001,Mandalay,Member,Male,Electronic accessories,48.09,3,151.4835,2019-02-10,18,Credit card,144.27,7.2135,7.8
433-75-6987,Mandalay,Member,Female,Health and beauty,55.97,7,411.3795,2019-03-05,19,Ewallet,391.79,19.5895,8.9
873-95-4984,Mandalay,Member,Female,Health and beauty,76.9,7,565.215,2019-02-15,20,Cash,538.3,26.915,7.7
416-13-5917,Naypyitaw,Normal,Female,Food and beverages,97.03,5,509.4075,2019-01-30,16,Ewallet,485.15,24.2575,9.3
150-89-8043,Yangon,Normal,Male,Sports and travel,44.65,3,140.6475,2019-02-14,15,Cash,133.95,6.6975,6.2
135-84-8019,Yangon,Normal,Female,Fashion accessories,77.93,9,736.4385,2019-02-27,16,Ewallet,701.37,35.0685,7.6
441-94-7118,Yangon,Member,Male,Electronic accessories,71.95,1,75.5475,2019-02-04,12,Cash,71.95,3.5975,7.3
725-96-3778,Naypyitaw,Member,Female,Home and lifestyle,89.25,8,749.7,2019-01-20,10,Cash,714.0,35.7,4.7
531-80-1784,Yangon,Normal,Male,Electronic accessories,26.02,7,191.247,2019-03-28,17,Cash,182.14,9.107,5.1
400-45-1220,Mandalay,Normal,Female,Health and beauty,13.5,10,141.75,2019-02-27,11,Credit card,135.0,6.75,4.8
860-79-0874,Naypyitaw,Member,Female,Fashion accessories,99.3,10,1042.65,2019-02-15,14,Credit card,993.0,49.65,6.6
834-61-8124,Yangon,Normal,Male,Electronic accessories,51.69,7,379.9215,2019-01-26,18,Cash,361.83,18.0915,5.5
115-99-4379,Mandalay,Member,Female,Fashion accessories,54.73,7,402.2655,2019-03-14,19,Credit card,383.11,19.1555,8.5
565-67-6697,Mandalay,Member,Male,Home and lifestyle,27.0,9,255.15,2019-03-02,14,Cash,243.0,12.15,4.8
320-49-6392,Naypyitaw,Normal,Female,Electronic accessories,30.24,1,31.752,2019-03-04,15,Cash,30.24,1.512,8.4
889-04-9723,Mandalay,Member,Female,Food and beverages,89.14,4,374.388,2019-01-07,12,Credit card,356.56,17.828,7.8
632-90-0281,Naypyitaw,Normal,Female,Fashion accessories,37.55,10,394.275,2019-03-08,20,Credit card,375.5,18.775,9.3
554-42-2417,Naypyitaw,Normal,Female,Sports and travel,95.44,10,1002.12,2019-01-09,13,Cash,954.4,47.72,5.2
453-63-6187,Mandalay,Normal,Male,Electronic accessories,27.5,3,86.625,2019-03-01,15,Ewallet,82.5,4.125,6.5
578-80-7669,Mandalay,Normal,Male,Sports and travel,74.97,1,78.7185,2019-03-16,16,Cash,74.97,3.7485,5.6
612-36-5536,Yangon,Member,Male,Food and beverages,80.96,8,680.064,2019-02-17,11,Credit card,647.68,32.384,7.4
605-72-4132,Naypyitaw,Normal,Female,Food and beverages,94.47,8,793.548,2019-02-27,15,Cash,755.76,37.788,9.1
471-41-2823,Naypyitaw,Normal,Male,Food and beverages,99.79,2,209.559,2019-03-07,20,Ewallet,199.58,9.979,8.0
462-67-9126,Yangon,Normal,Male,Home and lifestyle,73.22,6,461.286,2019-01-21,17,Cash,439.32,21.966,7.2
272-27-9238,Naypyitaw,Normal,Female,Food and beverages,41.24,4,173.208,2019-02-19,16,Cash,164.96,8.248,7.1
834-25-9262,Naypyitaw,Normal,Female,Fashion accessories,81.68,4,343.056,2019-01-06,12,Cash,326.72,16.336,9.1
122-61-9553,Naypyitaw,Normal,Female,Electronic accessories,51.32,9,484.974,2019-03-14,19,Cash,461.88,23.094,5.6
468-88-0009,Yangon,Member,Male,Home and lifestyle,65.94,4,276.948,2019-03-24,10,Cash,263.76,13.188,6.0
613-59-9758,Naypyitaw,Normal,Female,Sports and travel,14.36,10,150.78,2019-01-27,14,Cash,143.6,7.18,5.4
254-31-0042,Yangon,Member,Male,Electronic accessories,21.5,9,203.175,2019-03-06,12,Credit card,193.5,9.675,7.8
201-86-2184,Mandalay,Member,Female,Electronic accessories,26.26,7,193.011,2019-02-02,19,Cash,183.82,9.191,9.9
261-12-8671,Mandalay,Normal,Female,Fashion accessories,60.96,2,128.016,2019-01-25,19,Credit card,121.92,6.096,4.9
730-70-9830,Naypyitaw,Normal,Female,Home and lifestyle,70.11,6,441.693,2019-03-14,17,Ewallet,420.66,21.033,5.2
382-25-8917,Naypyitaw,Normal,Male,Fashion accessories,42.08,6,265.104,2019-01-29,12,Cash,252.48,12.624,8.9
422-29-8786,Yangon,Normal,Female,Home and lifestyle,67.09,5,352.2225,2019-01-03,16,Credit card,335.45,16.7725,9.1
667-23-5919,Yangon,Member,Female,Fashion accessories,96.7,5,507.675,2019-01-14,12,Ewallet,483.5,24.175,7.0
843-01-4703,Mandalay,Member,Female,Home and lifestyle,35.38,9,334.341,2019-01-05,19,Credit card,318.42,15.921,9.6
743-88-1662,Naypyitaw,Normal,Male,Sports and travel,95.49,7,701.8515,2019-02-22,18,Ewallet,668.43,33.4215,8.7
595-86-2894,Naypyitaw,Member,Male,Fashion accessories,96.98,4,407.316,2019-02-06,17,Ewallet,387.92,19.396,9.4
182-69-8360,Mandalay,Normal,Female,Electronic accessories,23.65,4,99.33,2019-01-30,13,Credit card,94.6,4.73,4.0
289-15-7034,Yangon,Member,Male,Sports and travel,82.33,4,345.786,2019-01-11,10,Credit card,329.32,16.466,7.5
462-78-5240,Naypyitaw,Normal,Female,Electronic accessories,26.61,2,55.881,2019-03-19,14,Cash,53.22,2.661,4.2
868-52-7573,Mandalay,Normal,Female,Food and beverages,99.69,5,523.3725,2019-01-14,12,Cash,498.45,24.9225,9.9
153-58-4872,Naypyitaw,Member,Female,Food and beverages,74.89,4,314.538,2019-03-01,15,Ewallet,299.56,14.978,4.2
662-72-2873,Yangon,Normal,Female,Food and beverages,40.94,5,214.935,2019-01-06,13,Ewallet,204.7,10.235,9.9
525-88-7307,Mandalay,Member,Male,Sports and travel,75.82,1,79.611,2019-01-31,13,Cash,75.82,3.791,5.8
689-16-9784,Naypyitaw,Normal,Male,Food and beverages,46.77,6,294.651,2019-03-11,13,Cash,280.62,14.031,6.0
725-56-0833,Yangon,Normal,Female,Health and beauty,32.32,10,339.36,2019-02-20,16,Credit card,323.2,16.16,10.0
394-41-0748,Naypyitaw,Member,Female,Fashion accessories,54.07,9,510.9615,2019-01-27,14,Ewallet,486.63,24.3315,9.5
596-42-3999,Mandalay,Normal,Male,Food and beverages,18.22,7,133.917,2019-03-10,14,Credit card,127.54,6.377,6.6
541-89-9860,Naypyitaw,Member,Female,Fashion accessories,80.48,3,253.512,2019-02-15,12,Cash,241.44,12.072,8.1
173-82-9529,Mandalay,Normal,Female,Fashion accessories,37.95,10,398.475,2019-01-26,14,Cash,379.5,18.975,9.7
563-36-9814,Yangon,Member,Male,Electronic accessories,76.82,1,80.661,2019-02-13,18,Ewallet,76.82,3.841,7.2
308-47-4913,Yangon,Member,Female,Sports and travel,52.26,10,548.73,2019-03-09,12,Credit card,522.6,26.13,6.2
885-17-6250,Yangon,Normal,Female,Health and beauty,79.74,1,83.727,2019-03-06,10,Ewallet,79.74,3.987,7.3
726-27-2396,Yangon,Normal,Female,Health and beauty,77.5,5,406.875,2019-01-24,20,Ewallet,387.5,19.375,4.3
316-01-3952,Yangon,Normal,Female,Food and beverages,54.27,5,284.9175,2019-03-13,14,Ewallet,271.35,13.5675,4.6
760-54-1821,Mandalay,Normal,Male,Home and lifestyle,13.59,9,128.4255,2019-03-15,10,Cash,122.31,6.1155,5.8
793-10-3222,Mandalay,Member,Female,Health and beauty,41.06,6,258.678,2019-03-05,13,Credit card,246.36,12.318,8.3
346-12-3257,Mandalay,Member,Male,Electronic accessories,19.24,9,181.818,2019-03-04,16,Cash,173.16,8.658,8.0
110-05-6330,Naypyitaw,Normal,Female,Food and beverages,39.43,6,248.409,2019-03-25,20,Credit card,236.58,11.829,9.4
651-61-0874,Naypyitaw,Normal,Male,Home and lifestyle,46.22,4,194.124,2019-03-12,20,Credit card,184.88,9.244,6.2
236-86-3015,Naypyitaw,Member,Male,Home and lifestyle,13.98,1,14.679,2019-02-04,13,Ewallet,13.98,0.699,9.8
831-64-0259,Mandalay,Normal,Female,Fashion accessories,39.75,5,208.6875,2019-02-22,10,Ewallet,198.75,9.9375,9.6
587-03-7455,Naypyitaw,Member,Female,Fashion accessories,97.79,7,718.7565,2019-02-16,17,Ewallet,684.53,34.2265,4.9
882-40-4577,Yangon,Member,Male,Sports and travel,67.26,4,282.492,2019-01-19,15,Credit card,269.04,13.452,8.0
732-67-5346,Yangon,Normal,Male,Food and beverages,13.79,5,72.3975,2019-01-11,19,Credit card,68.95,3.4475,7.8
725-32-9708,Mandalay,Member,Female,Fashion accessories,68.71,4,288.582,2019-01-04,19,Cash,274.84,13.742,4.1
256-08-8343,Yangon,Normal,Female,Home and lifestyle,56.53,4,237.426,2019-03-04,19,Ewallet,226.12,11.306,5.5
372-26-1506,Naypyitaw,Normal,Female,Fashion accessories,23.82,5,125.055,2019-01-28,19,Ewallet,119.1,5.955,5.4
244-08-0162,Mandalay,Normal,Female,Health and beauty,34.21,10,359.205,2019-01-02,13,Cash,342.1,17.105,5.1
569-71-4390,Mandalay,Normal,Male,Sports and travel,21.87,2,45.927,2019-01-25,14,Ewallet,43.74,2.187,6.9
132-23-6451,Yangon,Member,Male,Health and beauty,20.97,5,110.0925,2019-01-04,13,Cash,104.85,5.2425,7.8
696-90-2548,Yangon,Normal,Male,Sports and travel,25.84,3,81.396,2019-03-10,18,Ewallet,77.52,3.876,6.6
472-15-9636,Yangon,Normal,Male,Home and lifestyle,50.93,8,427.812,2019-03-22,19,Ewallet,407.44,20.372,9.2
268-03-6164,Mandalay,Normal,Male,Health and beauty,96.11,1,100.9155,2019-01-25,16,Ewallet,96.11,4.8055,7.8
750-57-9686,Naypyitaw,Normal,Female,Home and lifestyle,45.38,4,190.596,2019-01-08,13,Credit card,181.52,9.076,8.7
186-09-3669,Naypyitaw,Member,Female,Health and beauty,81.51,1,85.5855,2019-01-22,10,Ewallet,81.51,4.0755,9.2
848-07-1692,Mandalay,Normal,Female,Health and beauty,57.22,2,120.162,2019-01-12,17,Ewallet,114.44,5.722,8.3
745-71-3520,Yangon,Member,Female,Electronic accessories,25.22,7,185.367,2019-02-04,10,Cash,176.54,8.827,8.2
266-76-6436,Naypyitaw,Member,Female,Food and beverages,38.6,3,121.59,2019-03-28,13,Ewallet,115.8,5.79,7.5
740-22-2500,Naypyitaw,Normal,Female,Electronic accessories,84.05,3,264.7575,2019-01-23,13,Cash,252.15,12.6075,9.8
271-88-8734,Naypyitaw,Member,Female,Fashion accessories,97.21,10,1020.705,2019-02-08,13,Credit card,972.1,48.605,8.7
301-81-8610,Mandalay,Member,Male,Fashion accessories,25.42,8,213.528,2019-03-19,19,Credit card,203.36,10.168,6.7
489-64-4354,Naypyitaw,Normal,Male,Fashion accessories,16.28,1,17.094,2019-03-09,15,Cash,16.28,0.814,5.0
198-84-7132,Mandalay,Member,Male,Fashion accessories,40.61,9,383.7645,2019-01-02,13,Cash,365.49,18.2745,7.0
269-10-8440,Yangon,Member,Male,Health and beauty,53.17,7,390.7995,2019-01-21,18,Cash,372.19,18.6095,8.9
650-98-6268,Mandalay,Member,Female,Food and beverages,20.87,3,65.7405,2019-03-20,13,Credit card,62.61,3.1305,8.0
741-73-3559,Mandalay,Normal,Male,Sports and travel,67.27,5,353.1675,2019-02-27,17,Cash,336.35,16.8175,6.9
325-77-6186,Yangon,Member,Female,Home and lifestyle,90.65,10,951.825,2019-03-08,10,Ewallet,906.5,45.325,7.3
286-75-7818,Mandalay,Normal,Male,Fashion accessories,69.08,2,145.068,2019-01-31,19,Credit card,138.16,6.908,6.9
574-57-9721,Naypyitaw,Normal,Male,Food and beverages,43.27,2,90.867,2019-03-08,16,Ewallet,86.54,4.327,5.7
459-50-7686,Yangon,Normal,Female,Electronic accessories,23.46,6,147.798,2019-01-13,19,Ewallet,140.76,7.038,6.4
616-87-0016,Mandalay,Normal,Male,Fashion accessories,95.54,7,702.219,2019-03-09,14,Credit card,668.78,33.439,9.6
